Country,City,Prefix,Included channels,Setup price,Monthly price
Netherlands,Spijkenisse,31-181,0,1.50,1.50
Netherlands,Spijkenisse,31-181,2,5.00,5.00
Netherlands,Dedemsvaart,31-523,0,1.50,1.50
Netherlands,Dedemsvaart,31-523,2,5.00,5.00
Netherlands,Terneuzen,31-115,0,1.50,1.50
Netherlands,Terneuzen,31-115,2,5.00,5.00
Netherlands,Emmen,31-591,0,1.50,1.50
Netherlands,Emmen,31-591,2,5.00,5.00
Netherlands,Ijmuiden,31-255,0,1.50,1.50
Netherlands,Ijmuiden,31-255,2,5.00,5.00
Netherlands,Zwolle,31-38,0,1.50,1.50
Netherlands,Zwolle,31-38,2,5.00,5.00
Netherlands,Helmond,31-492,0,1.50,1.50
Netherlands,Helmond,31-492,2,5.00,5.00
Netherlands,Hengelo,31-74,0,1.50,1.50
Netherlands,Hengelo,31-74,2,5.00,5.00
Netherlands,Alphen aan den Rijn,31-172,0,1.50,1.50
Netherlands,Alphen aan den Rijn,31-172,2,5.00,5.00
Netherlands,Middenmeer,31-227,0,1.50,1.50
Netherlands,Middenmeer,31-227,2,5.00,5.00
Georgia,Toll-free,995-800,300,120.00,98.00
Chile,Toll-free,56-800,300,12.00,12.00
United States,Frederick,1-240,0,1.20,1.20
United States,Frederick,1-240,2,5.00,5.00
United States,Newport,1-401,0,1.20,1.20
United States,Newport,1-401,2,5.00,5.00
United States,Paterson,1-862,0,1.20,1.20
United States,Paterson,1-862,2,5.00,5.00
Germany,Geilenkirchen,49-2451,0,1.50,1.50
Germany,Geilenkirchen,49-2451,2,5.00,5.00
United Kingdom,Bishops Stortford,44-1279,0,1.20,1.20
United Kingdom,Bishops Stortford,44-1279,2,5.00,5.00
United Kingdom,Lea Valley,44-1992,0,1.20,1.20
United Kingdom,Lea Valley,44-1992,2,5.00,5.00
United States,Shelbyville,1-931,0,1.20,1.20
United States,Shelbyville,1-931,2,5.00,5.00
Germany,Winterbach,49-7181,0,1.50,1.50
Germany,Winterbach,49-7181,2,5.00,5.00
United States,Fallsburg,1-845,0,1.20,1.20
United States,Fallsburg,1-845,2,5.00,5.00
Netherlands,Tiel,31-344,0,1.50,1.50
Netherlands,Tiel,31-344,2,5.00,5.00
United States,Manchester,1-606,0,1.20,1.20
United States,Manchester,1-606,2,5.00,5.00
United States,Jackson,1-769,0,1.20,1.20
United States,Jackson,1-769,2,5.00,5.00
United States,Bloomington,1-812,0,1.20,1.20
United States,Bloomington,1-812,2,5.00,5.00
United States,Eagle Pass,1-830,0,1.20,1.20
United States,Eagle Pass,1-830,2,5.00,5.00
United States,Caldwell,1-862,0,1.20,1.20
United States,Caldwell,1-862,2,5.00,5.00
United States,Hammond,1-985,0,1.20,1.20
United States,Hammond,1-985,2,5.00,5.00
United States,Peoria,1-309,0,1.20,1.20
United States,Peoria,1-309,2,5.00,5.00
United States,Waupaca,1-715,0,1.20,1.20
United States,Waupaca,1-715,2,5.00,5.00
United States,Big Rapids,1-231,0,1.20,1.20
United States,Big Rapids,1-231,2,5.00,5.00
United States,Eunice,1-337,0,1.20,1.20
United States,Eunice,1-337,2,5.00,5.00
United States,Marshfield,1-339,0,1.20,1.20
United States,Marshfield,1-339,2,5.00,5.00
United States,Crystal Lake,1-779,0,1.20,1.20
United States,Crystal Lake,1-779,2,5.00,5.00
United States,Atlanta,1-903,0,1.20,1.20
United States,Atlanta,1-903,2,5.00,5.00
United States,Mason City,1-641,0,1.20,1.20
United States,Mason City,1-641,2,5.00,5.00
United Kingdom,Ammanford,44-1269,0,1.20,1.20
United Kingdom,Ammanford,44-1269,2,5.00,5.00
Germany,Seligenstadt,49-6182,0,1.50,1.50
Germany,Seligenstadt,49-6182,2,5.00,5.00
Netherlands,Toll-free,31-800,300,95.00,15.00
Belgium,Roeselare,32-51,0,2.50,2.50
Belgium,Roeselare,32-51,2,5.00,5.00
Belgium,Ypres,32-57,0,2.50,2.50
Belgium,Ypres,32-57,2,5.00,5.00
Belgium,Veurne,32-58,0,2.50,2.50
Belgium,Veurne,32-58,2,5.00,5.00
Belgium,Ostend,32-59,0,2.50,2.50
Belgium,Ostend,32-59,2,5.00,5.00
United States,Nogales,1-520,0,1.20,1.20
United States,Nogales,1-520,2,5.00,5.00
Brazil,Volta Redonda,55-24,0,3.50,3.50
Brazil,Volta Redonda,55-24,2,6.00,6.00
United States,Norwood,1-952,0,1.20,1.20
United States,Norwood,1-952,2,5.00,5.00
Italy,Poggio Mirteto,39-0765,0,2.50,2.50
Italy,Poggio Mirteto,39-0765,2,5.00,5.00
Canada,Belleville,1-343,0,1.20,1.20
Canada,Belleville,1-343,2,5.00,5.00
Brazil,Piracicaba,55-19,0,3.50,3.50
Brazil,Piracicaba,55-19,2,6.00,6.00
Brazil,Maringa,55-44,0,3.50,3.50
Brazil,Maringa,55-44,2,6.00,6.00
Brazil,Cascavel,55-45,0,3.50,3.50
Brazil,Cascavel,55-45,2,6.00,6.00
Australia,Coffs Harbour,61-256,0,3.50,3.50
Australia,Coffs Harbour,61-256,2,5.00,5.00
Brazil,Juiz de Fora,55-32,0,3.50,3.50
Brazil,Juiz de Fora,55-32,2,6.00,6.00
Serbia,Toll-free,381-800,300,38.00,38.00
Germany,Iserlohn,49-2371,0,1.50,1.50
Germany,Iserlohn,49-2371,2,5.00,5.00
United States,Big Bear Lake,1-909,0,1.20,1.20
United States,Big Bear Lake,1-909,2,5.00,5.00
Brazil,Nova Friburgo,55-22,0,3.50,3.50
Brazil,Nova Friburgo,55-22,2,6.00,6.00
Brazil,Montes Claros,55-38,0,3.50,3.50
Brazil,Montes Claros,55-38,2,6.00,6.00
Sweden,Halmstad,46-35,0,2.50,2.50
Sweden,Halmstad,46-35,2,5.00,5.00
Germany,Urbach,49-7181,0,1.50,1.50
Germany,Urbach,49-7181,2,5.00,5.00
Israel,Hashfela,972-8,0,2.50,2.50
Israel,Hashfela,972-8,2,5.00,5.00
United States,Pocatello,1-208,0,1.20,1.20
United States,Pocatello,1-208,2,5.00,5.00
United States,Twin Falls,1-208,0,1.20,1.20
United States,Twin Falls,1-208,2,5.00,5.00
United States,Lewiston,1-208,0,1.20,1.20
United States,Lewiston,1-208,2,5.00,5.00
United States,Laramie,1-307,0,1.20,1.20
United States,Laramie,1-307,2,5.00,5.00
United States,Evanston,1-307,0,1.20,1.20
United States,Evanston,1-307,2,5.00,5.00
United States,Gillette,1-307,0,1.20,1.20
United States,Gillette,1-307,2,5.00,5.00
United States,Rock Springs,1-307,0,1.20,1.20
United States,Rock Springs,1-307,2,5.00,5.00
United States,Burlington,1-319,0,1.20,1.20
United States,Burlington,1-319,2,5.00,5.00
United States,Iowa City,1-319,0,1.20,1.20
United States,Iowa City,1-319,2,5.00,5.00
United States,Butte,1-406,0,1.20,1.20
United States,Butte,1-406,2,5.00,5.00
United States,Billings,1-406,0,1.20,1.20
United States,Billings,1-406,2,5.00,5.00
United States,Bozeman,1-406,0,1.20,1.20
United States,Bozeman,1-406,2,5.00,5.00
Brazil,Anapolis,55-62,0,3.50,3.50
Brazil,Anapolis,55-62,2,6.00,6.00
Brazil,Caldas Novas,55-64,0,3.50,3.50
Brazil,Caldas Novas,55-64,2,6.00,6.00
Netherlands,Zoetermeer,31-79,0,1.50,1.50
Netherlands,Zoetermeer,31-79,2,5.00,5.00
Netherlands,Woerden,31-348,0,1.50,1.50
Netherlands,Woerden,31-348,2,5.00,5.00
Netherlands,Weert,31-495,0,1.50,1.50
Netherlands,Weert,31-495,2,5.00,5.00
Netherlands,Middelburg,31-118,0,1.50,1.50
Netherlands,Middelburg,31-118,2,5.00,5.00
United States,Weymouth,1-339,0,1.20,1.20
United States,Weymouth,1-339,2,5.00,5.00
United States,Binghamton,1-607,0,1.20,1.20
United States,Binghamton,1-607,2,5.00,5.00
United States,Belleville,1-618,0,1.20,1.20
United States,Belleville,1-618,2,5.00,5.00
United States,Kankakee,1-779,0,1.20,1.20
United States,Kankakee,1-779,2,5.00,5.00
United States,Arlington,1-781,0,1.20,1.20
United States,Arlington,1-781,2,5.00,5.00
United States,Durham,1-984,0,1.20,1.20
United States,Durham,1-984,2,5.00,5.00
United States,Raleigh,1-984,0,1.20,1.20
United States,Raleigh,1-984,2,5.00,5.00
United States,Helena,1-816,0,1.20,1.20
United States,Helena,1-816,2,5.00,5.00
United States,Fort Dix,1-609,0,1.20,1.20
United States,Fort Dix,1-609,2,5.00,5.00
Sweden,Mobile,46-76,0,8.00,8.00
Sweden,Mobile,46-76,2,10.00,10.00
Australia,Armidale,61-267,0,3.50,3.50
Australia,Armidale,61-267,2,5.00,5.00
Puerto Rico,Maunabo,1-787,0,10.00,10.00
Puerto Rico,Maunabo,1-787,2,12.00,12.00
United States,Irving,1-469,0,1.20,1.20
United States,Irving,1-469,2,5.00,5.00
United States,Lawton,1-580,0,1.20,1.20
United States,Lawton,1-580,2,5.00,5.00
Germany,Gorlitz,49-3581,0,1.50,1.50
Germany,Gorlitz,49-3581,2,5.00,5.00
Germany,Ainring,49-8654,0,1.50,1.50
Germany,Ainring,49-8654,2,5.00,5.00
United States,Covington,1-859,0,1.20,1.20
United States,Covington,1-859,2,5.00,5.00
Netherlands,Harderwijk,31-341,0,1.50,1.50
Netherlands,Harderwijk,31-341,2,5.00,5.00
Germany,Oldenburg,49-441,0,1.50,1.50
Germany,Oldenburg,49-441,2,5.00,5.00
Germany,Wegberg,49-2434,0,1.50,1.50
Germany,Wegberg,49-2434,2,5.00,5.00
Canada,Amherst,1-902,0,1.20,1.20
Canada,Amherst,1-902,2,5.00,5.00
South Africa,Bloemfontein,27-51,0,3.50,3.50
South Africa,Bloemfontein,27-51,2,5.00,5.00
United States,Roanoke,1-540,0,1.20,1.20
United States,Roanoke,1-540,2,5.00,5.00
United States,Fort Worth,1-682,0,1.20,1.20
United States,Fort Worth,1-682,2,5.00,5.00
United States,New Braunfels,1-830,0,1.20,1.20
United States,New Braunfels,1-830,2,5.00,5.00
Germany,Wurzburg,49-931,0,1.50,1.50
Germany,Wurzburg,49-931,2,5.00,5.00
Germany,Weinbohla,49-35243,0,1.50,1.50
Germany,Weinbohla,49-35243,2,5.00,5.00
United States,Merced,1-209,0,1.20,1.20
United States,Merced,1-209,2,5.00,5.00
United States,Decatur,1-217,0,1.20,1.20
United States,Decatur,1-217,2,5.00,5.00
United States,Davis,1-530,0,1.20,1.20
United States,Davis,1-530,2,5.00,5.00
United States,Chico,1-530,0,1.20,1.20
United States,Chico,1-530,2,5.00,5.00
United States,Hanford,1-559,0,1.20,1.20
United States,Hanford,1-559,2,5.00,5.00
United States,Madera,1-559,0,1.20,1.20
United States,Madera,1-559,2,5.00,5.00
United States,Porterville,1-559,0,1.20,1.20
United States,Porterville,1-559,2,5.00,5.00
United States,Eureka,1-707,0,1.20,1.20
United States,Eureka,1-707,2,5.00,5.00
United States,Napa,1-707,0,1.20,1.20
United States,Napa,1-707,2,5.00,5.00
United States,Petaluma,1-707,0,1.20,1.20
United States,Petaluma,1-707,2,5.00,5.00
United States,Chicago Heights,1-708,0,1.20,1.20
United States,Chicago Heights,1-708,2,5.00,5.00
United States,Orland,1-708,0,1.20,1.20
United States,Orland,1-708,2,5.00,5.00
United States,Victorville,1-760,0,1.20,1.20
United States,Victorville,1-760,2,5.00,5.00
United States,San Luis Obispo,1-805,0,1.20,1.20
United States,San Luis Obispo,1-805,2,5.00,5.00
United States,Santa Maria,1-805,0,1.20,1.20
United States,Santa Maria,1-805,2,5.00,5.00
United States,Lompoc,1-805,0,1.20,1.20
United States,Lompoc,1-805,2,5.00,5.00
United States,Monterey,1-831,0,1.20,1.20
United States,Monterey,1-831,2,5.00,5.00
United States,Poway,1-858,0,1.20,1.20
United States,Poway,1-858,2,5.00,5.00
United States,Lake City,1-386,0,1.20,1.20
United States,Lake City,1-386,2,5.00,5.00
United States,Plant City,1-813,0,1.20,1.20
United States,Plant City,1-813,2,5.00,5.00
United States,New London,1-860,0,1.20,1.20
United States,New London,1-860,2,5.00,5.00
United States,Venice,1-941,0,1.20,1.20
United States,Venice,1-941,2,5.00,5.00
Germany,Dachau,49-8131,0,1.50,1.50
Germany,Dachau,49-8131,2,5.00,5.00
United States,Ames,1-515,0,1.20,1.20
United States,Ames,1-515,2,5.00,5.00
Switzerland,Toll-free,41-800,300,170.00,30.00
United States,Kissimmee,1-321,0,1.20,1.20
United States,Kissimmee,1-321,2,5.00,5.00
United States,Ellsworth,1-207,0,1.20,1.20
United States,Ellsworth,1-207,2,5.00,5.00
United States,Asheville,1-828,0,1.20,1.20
United States,Asheville,1-828,2,5.00,5.00
United States,Warner Robins,1-478,0,1.20,1.20
United States,Warner Robins,1-478,2,5.00,5.00
United States,Sausalito,1-415,0,1.20,1.20
United States,Sausalito,1-415,2,5.00,5.00
Belgium,Toll-free,32-800,300,23.00,23.00
United States,Provo,1-385,0,1.20,1.20
United States,Provo,1-385,2,5.00,5.00
Denmark,Toll-free,45-808,300,7.00,7.00
United States,Valparaiso,1-219,0,1.20,1.20
United States,Valparaiso,1-219,2,5.00,5.00
United States,Portage,1-219,0,1.20,1.20
United States,Portage,1-219,2,5.00,5.00
United States,Goshen,1-574,0,1.20,1.20
United States,Goshen,1-574,2,5.00,5.00
United States,Logansport,1-574,0,1.20,1.20
United States,Logansport,1-574,2,5.00,5.00
United States,Muscatine,1-563,0,1.20,1.20
United States,Muscatine,1-563,2,5.00,5.00
United States,Dubuque,1-563,0,1.20,1.20
United States,Dubuque,1-563,2,5.00,5.00
United States,Clinton,1-563,0,1.20,1.20
United States,Clinton,1-563,2,5.00,5.00
United States,Ottumwa,1-641,0,1.20,1.20
United States,Ottumwa,1-641,2,5.00,5.00
United States,Waterloo,1-319,0,1.20,1.20
United States,Waterloo,1-319,2,5.00,5.00
United Kingdom,Inverness,44-1463,0,1.20,1.20
United Kingdom,Inverness,44-1463,2,5.00,5.00
United Kingdom,Dundee,44-1382,0,1.20,1.20
United Kingdom,Dundee,44-1382,2,5.00,5.00
United States,Fall River,1-774,0,1.20,1.20
United States,Fall River,1-774,2,5.00,5.00
United States,Attleboro,1-774,0,1.20,1.20
United States,Attleboro,1-774,2,5.00,5.00
United States,Plymouth,1-774,0,1.20,1.20
United States,Plymouth,1-774,2,5.00,5.00
United States,Taunton,1-774,0,1.20,1.20
United States,Taunton,1-774,2,5.00,5.00
United States,Malden,1-781,0,1.20,1.20
United States,Malden,1-781,2,5.00,5.00
United States,Lynn,1-781,0,1.20,1.20
United States,Lynn,1-781,2,5.00,5.00
United States,Salem,1-978,0,1.20,1.20
United States,Salem,1-978,2,5.00,5.00
United States,Lawrence,1-978,0,1.20,1.20
United States,Lawrence,1-978,2,5.00,5.00
United States,Haverhill,1-978,0,1.20,1.20
United States,Haverhill,1-978,2,5.00,5.00
United States,Chicopee,1-413,0,1.20,1.20
United States,Chicopee,1-413,2,5.00,5.00
United States,Amherst,1-413,0,1.20,1.20
United States,Amherst,1-413,2,5.00,5.00
Canada,Marystown,1-709,0,1.20,1.20
Canada,Marystown,1-709,2,5.00,5.00
United Kingdom,Stirling,44-1786,0,1.20,1.20
United Kingdom,Stirling,44-1786,2,5.00,5.00
United Kingdom,Ashford,44-1233,0,1.20,1.20
United Kingdom,Ashford,44-1233,2,5.00,5.00
United Kingdom,Taunton,44-1823,0,1.20,1.20
United Kingdom,Taunton,44-1823,2,5.00,5.00
United Kingdom,Falmouth,44-1326,0,1.20,1.20
United Kingdom,Falmouth,44-1326,2,5.00,5.00
United Kingdom,Dorchester,44-1305,0,1.20,1.20
United Kingdom,Dorchester,44-1305,2,5.00,5.00
United Kingdom,Folkestone,44-1303,0,1.20,1.20
United Kingdom,Folkestone,44-1303,2,5.00,5.00
United Kingdom,Kings Lynn,44-1553,0,1.20,1.20
United Kingdom,Kings Lynn,44-1553,2,5.00,5.00
United Kingdom,Great Yarmouth,44-1493,0,1.20,1.20
United Kingdom,Great Yarmouth,44-1493,2,5.00,5.00
Brazil,Ponta Grossa,55-42,0,3.50,3.50
Brazil,Ponta Grossa,55-42,2,6.00,6.00
Brazil,Itajai,55-47,0,3.50,3.50
Brazil,Itajai,55-47,2,6.00,6.00
Brazil,Lages,55-49,0,3.50,3.50
Brazil,Lages,55-49,2,6.00,6.00
Brazil,Joao Pessoa,55-83,0,3.50,3.50
Brazil,Joao Pessoa,55-83,2,6.00,6.00
Brazil,Natal,55-84,0,3.50,3.50
Brazil,Natal,55-84,2,6.00,6.00
United Kingdom,Lowestoft,44-1502,0,1.20,1.20
United Kingdom,Lowestoft,44-1502,2,5.00,5.00
United Kingdom,Boston,44-1205,0,1.20,1.20
United Kingdom,Boston,44-1205,2,5.00,5.00
United Kingdom,Kettering,44-1536,0,1.20,1.20
United Kingdom,Kettering,44-1536,2,5.00,5.00
United Kingdom,Aylesbury,44-1296,0,1.20,1.20
United Kingdom,Aylesbury,44-1296,2,5.00,5.00
United Kingdom,High Wycombe,44-1494,0,1.20,1.20
United Kingdom,High Wycombe,44-1494,2,5.00,5.00
United Kingdom,Clacton-on-Sea,44-1255,0,1.20,1.20
United Kingdom,Clacton-on-Sea,44-1255,2,5.00,5.00
United Kingdom,Weston-Super-Mare,44-1934,0,1.20,1.20
United Kingdom,Weston-Super-Mare,44-1934,2,5.00,5.00
United Kingdom,Buxton,44-1298,0,1.20,1.20
United Kingdom,Buxton,44-1298,2,5.00,5.00
United Kingdom,Burnley,44-1282,0,1.20,1.20
United Kingdom,Burnley,44-1282,2,5.00,5.00
United Kingdom,Chesterfield,44-1246,0,1.20,1.20
United Kingdom,Chesterfield,44-1246,2,5.00,5.00
United Kingdom,Macclesfield,44-1625,0,1.20,1.20
United Kingdom,Macclesfield,44-1625,2,5.00,5.00
United Kingdom,Scunthorpe,44-1724,0,1.20,1.20
United Kingdom,Scunthorpe,44-1724,2,5.00,5.00
United Kingdom,Mansfield,44-1623,0,1.20,1.20
United Kingdom,Mansfield,44-1623,2,5.00,5.00
United Kingdom,Huddersfield,44-1484,0,1.20,1.20
United Kingdom,Huddersfield,44-1484,2,5.00,5.00
United Kingdom,Newark,44-1636,0,1.20,1.20
United Kingdom,Newark,44-1636,2,5.00,5.00
United Kingdom,Kendal,44-1539,0,1.20,1.20
United Kingdom,Kendal,44-1539,2,5.00,5.00
United Kingdom,Loughborough,44-1509,0,1.20,1.20
United Kingdom,Loughborough,44-1509,2,5.00,5.00
United Kingdom,Hartlepool,44-1429,0,1.20,1.20
United Kingdom,Hartlepool,44-1429,2,5.00,5.00
United Kingdom,Ayr,44-1292,0,1.20,1.20
United Kingdom,Ayr,44-1292,2,5.00,5.00
United Kingdom,Kilmarnock,44-1563,0,1.20,1.20
United Kingdom,Kilmarnock,44-1563,2,5.00,5.00
United Kingdom,Coatbridge,44-1236,0,1.20,1.20
United Kingdom,Coatbridge,44-1236,2,5.00,5.00
United Kingdom,Sevenoaks,44-1732,0,1.20,1.20
United Kingdom,Sevenoaks,44-1732,2,5.00,5.00
United Kingdom,Aldershot,44-1252,0,1.20,1.20
United Kingdom,Aldershot,44-1252,2,5.00,5.00
United Kingdom,Andover,44-1264,0,1.20,1.20
United Kingdom,Andover,44-1264,2,5.00,5.00
United Kingdom,Yeovil,44-1935,0,1.20,1.20
United Kingdom,Yeovil,44-1935,2,5.00,5.00
United Kingdom,Huntingdon,44-1480,0,1.20,1.20
United Kingdom,Huntingdon,44-1480,2,5.00,5.00
United Kingdom,Grantham,44-1476,0,1.20,1.20
United Kingdom,Grantham,44-1476,2,5.00,5.00
United Kingdom,Bicester,44-1869,0,1.20,1.20
United Kingdom,Bicester,44-1869,2,5.00,5.00
United Kingdom,Ely,44-1353,0,1.20,1.20
United Kingdom,Ely,44-1353,2,5.00,5.00
United Kingdom,Skegness,44-1754,0,1.20,1.20
United Kingdom,Skegness,44-1754,2,5.00,5.00
United Kingdom,Bridlington,44-1262,0,1.20,1.20
United Kingdom,Bridlington,44-1262,2,5.00,5.00
United Kingdom,Whitehaven,44-1946,0,1.20,1.20
United Kingdom,Whitehaven,44-1946,2,5.00,5.00
United Kingdom,Workington,44-1900,0,1.20,1.20
United Kingdom,Workington,44-1900,2,5.00,5.00
United Kingdom,Keighley,44-1535,0,1.20,1.20
United Kingdom,Keighley,44-1535,2,5.00,5.00
United Kingdom,Penrith,44-1768,0,1.20,1.20
United Kingdom,Penrith,44-1768,2,5.00,5.00
United Kingdom,Kirkcaldy,44-1592,0,1.20,1.20
United Kingdom,Kirkcaldy,44-1592,2,5.00,5.00
United Kingdom,St Andrews,44-1334,0,1.20,1.20
United Kingdom,St Andrews,44-1334,2,5.00,5.00
United Kingdom,Peterhead,44-1779,0,1.20,1.20
United Kingdom,Peterhead,44-1779,2,5.00,5.00
United Kingdom,Elgin,44-1343,0,1.20,1.20
United Kingdom,Elgin,44-1343,2,5.00,5.00
United Kingdom,Arbroath,44-1241,0,1.20,1.20
United Kingdom,Arbroath,44-1241,2,5.00,5.00
United Kingdom,Wetherby,44-1937,0,1.20,1.20
United Kingdom,Wetherby,44-1937,2,5.00,5.00
United Kingdom,Walsall,44-1922,0,1.20,1.20
United Kingdom,Walsall,44-1922,2,5.00,5.00
United Kingdom,Worthing,44-1903,0,1.20,1.20
United Kingdom,Worthing,44-1903,2,5.00,5.00
United Kingdom,Sittingbourne,44-1795,0,1.20,1.20
United Kingdom,Sittingbourne,44-1795,2,5.00,5.00
United Kingdom,Lanark,44-1555,0,1.20,1.20
United Kingdom,Lanark,44-1555,2,5.00,5.00
Belgium,Ath,32-68,0,2.50,2.50
Belgium,Ath,32-68,2,5.00,5.00
Brazil,Aracaju,55-79,0,3.50,3.50
Brazil,Aracaju,55-79,2,6.00,6.00
Germany,Eschborn,49-6196,0,1.50,1.50
Germany,Eschborn,49-6196,2,5.00,5.00
United States,Agoura,1-818,0,1.20,1.20
United States,Agoura,1-818,2,5.00,5.00
United States,Glen Ellyn,1-630,0,1.20,1.20
United States,Glen Ellyn,1-630,2,5.00,5.00
United States,La Grange,1-708,0,1.20,1.20
United States,La Grange,1-708,2,5.00,5.00
United States,Northbrook,1-224,0,1.20,1.20
United States,Northbrook,1-224,2,5.00,5.00
United States,Oak Park,1-708,0,1.20,1.20
United States,Oak Park,1-708,2,5.00,5.00
United States,Tinley Park,1-708,0,1.20,1.20
United States,Tinley Park,1-708,2,5.00,5.00
United Kingdom,Consett,44-1207,0,1.20,1.20
United Kingdom,Consett,44-1207,2,5.00,5.00
United Kingdom,Barrow-in-Furness,44-1229,0,1.20,1.20
United Kingdom,Barrow-in-Furness,44-1229,2,5.00,5.00
United Kingdom,Abingdon,44-1235,0,1.20,1.20
United Kingdom,Abingdon,44-1235,2,5.00,5.00
United Kingdom,Congleton,44-1260,0,1.20,1.20
United Kingdom,Congleton,44-1260,2,5.00,5.00
United Kingdom,Crewe,44-1270,0,1.20,1.20
United Kingdom,Crewe,44-1270,2,5.00,5.00
United Kingdom,Bridgwater,44-1278,0,1.20,1.20
United Kingdom,Bridgwater,44-1278,2,5.00,5.00
United Kingdom,Daventry,44-1327,0,1.20,1.20
United Kingdom,Daventry,44-1327,2,5.00,5.00
United Kingdom,Fareham,44-1329,0,1.20,1.20
United Kingdom,Fareham,44-1329,2,5.00,5.00
Sweden,Helsingborg-Hoganas,46-42,0,2.50,2.50
Sweden,Helsingborg-Hoganas,46-42,2,5.00,5.00
Sweden,Jonkoping- Huskvarna,46-36,0,2.50,2.50
Sweden,Jonkoping- Huskvarna,46-36,2,5.00,5.00
Sweden,Norrkoping,46-11,0,2.50,2.50
Sweden,Norrkoping,46-11,2,5.00,5.00
Sweden,Umea,46-90,0,2.50,2.50
Sweden,Umea,46-90,2,5.00,5.00
Sweden,Linkoping,46-13,0,2.50,2.50
Sweden,Linkoping,46-13,2,5.00,5.00
Sweden,Gavle-Sandviken,46-26,0,2.50,2.50
Sweden,Gavle-Sandviken,46-26,2,5.00,5.00
Canada,Orangeville,1-226,0,1.20,1.20
Canada,Orangeville,1-226,2,5.00,5.00
Canada,Valleyfield,1-579,0,1.20,1.20
Canada,Valleyfield,1-579,2,5.00,5.00
Netherlands,Ridderkerk,31-180,0,1.50,1.50
Netherlands,Ridderkerk,31-180,2,5.00,5.00
Netherlands,Hilversum,31-35,0,1.50,1.50
Netherlands,Hilversum,31-35,2,5.00,5.00
Germany,Erlangen,49-9131,0,1.50,1.50
Germany,Erlangen,49-9131,2,5.00,5.00
Brazil,Ipatinga,55-31,0,3.50,3.50
Brazil,Ipatinga,55-31,2,6.00,6.00
United States,Downers Grove,1-630,0,1.20,1.20
United States,Downers Grove,1-630,2,5.00,5.00
Malaysia,Toll-free,60-1800,300,55.00,55.00
Bosnia and Herzegovina,Toll-free,387-800,300,115.00,48.00
Thailand,Toll-free,66-1800,300,50.00,20.00
Iceland,Toll-free,354-800,300,50.00,20.00
Singapore,Toll-free,65-800,300,50.00,20.00
Germany,Lohr am Main,49-9352,0,1.50,1.50
Germany,Lohr am Main,49-9352,2,5.00,5.00
United States,Chino,1-909,0,1.20,1.20
United States,Chino,1-909,2,5.00,5.00
United States,Warwick,1-401,0,1.20,1.20
United States,Warwick,1-401,2,5.00,5.00
United States,Woonsocket,1-401,0,1.20,1.20
United States,Woonsocket,1-401,2,5.00,5.00
United States,Pawtucket,1-401,0,1.20,1.20
United States,Pawtucket,1-401,2,5.00,5.00
Germany,Geesthacht,49-4152,0,1.50,1.50
Germany,Geesthacht,49-4152,2,5.00,5.00
Netherlands,Waalwijk,31-416,0,1.50,1.50
Netherlands,Waalwijk,31-416,2,5.00,5.00
Netherlands,Wageningen,31-317,0,1.50,1.50
Netherlands,Wageningen,31-317,2,5.00,5.00
Netherlands,Emmeloord,31-527,0,1.50,1.50
Netherlands,Emmeloord,31-527,2,5.00,5.00
Netherlands,Heerenveen,31-513,0,1.50,1.50
Netherlands,Heerenveen,31-513,2,5.00,5.00
Netherlands,Maarssen,31-346,0,1.50,1.50
Netherlands,Maarssen,31-346,2,5.00,5.00
Netherlands,Venray,31-478,0,1.50,1.50
Netherlands,Venray,31-478,2,5.00,5.00
Netherlands,Dronten,31-321,0,1.50,1.50
Netherlands,Dronten,31-321,2,5.00,5.00
Netherlands,Beverwijk,31-251,0,1.50,1.50
Netherlands,Beverwijk,31-251,2,5.00,5.00
Netherlands,Goes,31-113,0,1.50,1.50
Netherlands,Goes,31-113,2,5.00,5.00
Netherlands,Coevorden,31-524,0,1.50,1.50
Netherlands,Coevorden,31-524,2,5.00,5.00
Netherlands,Zutphen,31-575,0,1.50,1.50
Netherlands,Zutphen,31-575,2,5.00,5.00
United Kingdom,Romford,44-1708,0,1.20,1.20
United Kingdom,Romford,44-1708,2,5.00,5.00
United Kingdom,Esher,44-1372,0,1.20,1.20
United Kingdom,Esher,44-1372,2,5.00,5.00
United Kingdom,Watford,44-1923,0,1.20,1.20
United Kingdom,Watford,44-1923,2,5.00,5.00
United Kingdom,Uxbridge,44-1895,0,1.20,1.20
United Kingdom,Uxbridge,44-1895,2,5.00,5.00
United Kingdom,Welwyn Garden City,44-1707,0,1.20,1.20
United Kingdom,Welwyn Garden City,44-1707,2,5.00,5.00
United Kingdom,Weybridge,44-1932,0,1.20,1.20
United Kingdom,Weybridge,44-1932,2,5.00,5.00
United Kingdom,Grays Thurrock,44-1375,0,1.20,1.20
